Lemma,CEFR,POS,Frq abs,Frq ipm
морковь,A1,n,827,5.22
пирожное,A1,n,804,5.08
азбука,A1,n,785,4.96
кассир,A1,n,781,4.93
эскалатор,A1,n,775,4.89
чеснок,A1,n,770,4.86
йогурт,A1,n,767,4.84
пицца,A1,n,747,4.72
пешеходный,A1,adj,745,4.70
выключатель,A1,n,723,4.56
гель,A1,n,720,4.55
шестьсот,A1,num,717,4.53
сметана,A1,n,711,4.49
баскетбол,A1,n,686,4.33
отправитель,A1,n,675,4.26
умываться,A1,v,627,3.96
шампунь,A1,n,627,3.96
девятьсот,A1,num,625,3.95
пижама,A1,n,606,3.83
лифчик,A1,n,601,3.79
бриться,A1,v,592,3.74
падеж,A1,n,589,3.72
свинина,A1,n,578,3.65
гласный,A1,adj,541,3.42
немка,A1,n,529,3.34
вопросительный,A1,adj,505,3.19
местоимение,A1,n,494,3.12
кило,A1,n,480,3.03
семьсот,A1,num,466,2.94
волейбол,A1,n,444,2.80
восемьсот,A1,num,441,2.78
транскрипция,A1,n,419,2.65
ту,A1,pron,387,2.44
восклицательный,A1,adj,374,2.36
банкомат,A1,n,361,2.28
та,A1,pron,346,2.18
полька,A1,n,321,2.03
иностранка,A1,n,254,1.60
вдовец,A1,n,244,1.54
км,A1,n,224,1.41
эта,A1,pron,198,1.25
полкило,A1,n,158,1.00
кг,A1,abbr,146,0.92
тебе,A1,pron,115,0.73
ей,A1,pron,113,0.71
именительный,A1,adj,105,0.66
выучивать,A1,v,87,0.55
нас,A1,pron,74,0.47
те,A1,pron,73,0.46
разведенный,A1,adj,72,0.45
мне,A1,pron,63,0.40
кока-кола,A1,n,52,0.33
не замужем,A1,ADV,16,0.10
закрыто,A1,adj,15,0.09
пепси-кола,A1,n,8,0.05
люди,A1,n,7,0.04
дети,A1,n,4,0.03
беларусь,A1,n prop,,0.00
вид спорта,A1,mwe,,0.00
водительские права,A1,mwe,,0.00
время года,A1,mwe,,0.00
выходной день,A1,mwe,,0.00
головная боль,A1,mwe,,0.00
день недели,A1,mwe,,0.00
до свидания,A1,excl,,0.00
добро пожаловать,A1,excl,,0.00
домашнее задание,A1,mwe,,0.00
зубная паста,A1,mwe,,0.00
зубная щетка,A1,mwe,,0.00
идет дождь,A1,mwe,,0.00
идет снег,A1,mwe,,0.00
извините,A1,v,,0.00
как дела,A1,mwe,,0.00
книжный магазин,A1,mwe,,0.00
кредитная карта,A1,mwe,,0.00
маршрутное такси,A1,mwe,,0.00
место рождения,A1,mwe,,0.00
мобильный телефон,A1,mwe,,0.00
новый год,A1,n prop,,0.00
переводить,A1,v,,0.00
подземный переход,A1,mwe,,0.00
почтовый индекс,A1,mwe,,0.00
прошедшее время,A1,mwe,,0.00
скорая помощь,A1,mwe,,0.00
сотовый телефон,A1,mwe,,0.00
туфли,A1,n,,0.00
эти,A1,pron,,0.00
с,A2,adpos,1648907,10409.77
по,A2,adpos,864443,5457.34
но,A2,con,798054,5038.22
который,A2,pron,714735,4512.22
свой,A2,pron,612039,3863.88
весь,A2,pron,577771,3647.54
за,A2,adpos,557951,3522.42
о,A2,adpos,543038,3428.27
если,A2,con,390314,2464.10
бы,A2,v mod,357199,2255.04
еще,A2,particle,315495,1991.76
уже,A2,adv,303419,1915.52
до,A2,adpos,295711,1866.86
чтобы,A2,con,269293,1700.08
самый,A2,pron,257669,1626.70
при,A2,adpos,219369,1384.91
первый,A2,num,203571,1285.17
ни,A2,con,197504,1246.87
сам,A2,pron,196055,1237.72
дело,A2,n,194636,1228.76
после,A2,adv,164755,1040.12
под,A2,adpos,154202,973.50
каждый,A2,pron,148181,935.49
чем,A2,con,134166,847.01
потом,A2,adv,126182,796.60
через,A2,adpos,125812,794.27
мир,A2,n,120787,762.54
теперь,A2,adv,120251,759.16
несколько,A2,adv,119974,757.41
случай,A2,n,118560,748.48
сторона,A2,n,117551,742.11
тоже,A2,particle,110607,698.28
тогда,A2,adv,109431,690.85
об,A2,adpos,107169,676.57
сила,A2,n,102966,650.04
последний,A2,adj,102831,649.19
всегда,A2,adv,96494,609.18
вид,A2,n,95698,604.15
между,A2,adpos,93801,592.18
конечно,A2,adv,92939,586.74
второй,A2,num,87560,552.78
перед,A2,adpos,84538,533.70
поэтому,A2,con,81390,513.83
любой,A2,pron,79857,504.15
никто,A2,pron,79586,502.44
считать,A2,v,76984,486.01
взять,A2,v,76968,485.91
над,A2,adpos,76647,483.88
земля,A2,n,75892,479.12
почти,A2,adv,70150,442.87
путь,A2,n,67549,426.45
находиться,A2,v,66040,416.92
увидеть,A2,v,65780,415.28
никогда,A2,adv,64912,409.80
бог,A2,n,64473,407.03
совсем,A2,adv,64235,405.52
полный,A2,adj,62918,397.21
сразу,A2,adv,62119,392.17
часто,A2,adv,61573,388.72
начало,A2,n,61118,385.85
главный,A2,adj,60890,384.41
вместе,A2,adv,59915,378.25
правда,A2,n,58463,369.08
помощь,A2,n,57788,364.82
может быть,A2,mwe,57426,362.54
разный,A2,adj,56950,359.53
общий,A2,adj,56391,356.00
смочь,A2,v,55275,348.96
форма,A2,n,55080,347.73
мысль,A2,n,54412,343.51
дорога,A2,n,53138,335.47
любовь,A2,n,51638,326.00
становиться,A2,v,51472,324.95
посмотреть,A2,v,50100,316.29
государство,A2,n,49316,311.34
оставаться,A2,v,49301,311.24
назад,A2,adv,48408,305.61
происходить,A2,V,46922,296.22
вести,A2,v,46322,292.44
тема,A2,n,46271,292.11
государственный,A2,adj,45761,288.90
хотеться,A2,v,45469,287.05
центр,A2,n,45133,284.93
известный,A2,adj,43846,276.81
правило,A2,n,43284,273.26
лучший,A2,adj,42918,270.95
точно,A2,particle,42679,269.44
чувство,A2,n,42216,266.52
иногда,A2,adv,42161,266.17
достаточно,A2,adv,41753,263.59
достаточно,A2,det,41753,263.59
достаточно,A2,pron,41753,263.59
труд,A2,n,41628,262.80
третий,A2,num,41164,259.87
готовый,A2,adj,40764,257.35
сильный,A2,adj,40631,256.51
чувствовать,A2,v,40388,254.97
пример,A2,n,40005,252.56
продолжать,A2,v,39373,248.57
подумать,A2,v,39335,248.33
речь,A2,n,39067,246.64
план,A2,n,39003,246.23
совет,A2,n,38772,244.77
стена,A2,n,38619,243.81
слышать,A2,v,38483,242.95
рядом,A2,adv,38218,241.28
оба,A2,det,37986,239.81
оба,A2,pron,37986,239.81
около,A2,adpos,37526,236.91
современный,A2,adj,37292,235.43
наука,A2,n,36668,231.49
сообщение,A2,n,36634,231.28
немного,A2,adv,36314,229.26
газета,A2,n,36240,228.79
интересный,A2,adj,36233,228.74
поставить,A2,v,36110,227.97
роль,A2,n,35879,226.51
рано,A2,adv,35485,224.02
давно,A2,adv,35285,222.76
привести,A2,v,34958,220.69
президент,A2,n,34948,220.63
искать,A2,v,34704,219.09
правительство,A2,n,34451,217.49
прямо,A2,particle,34387,217.09
член,A2,n,34352,216.87
миллион,A2,num,33977,214.50
небольшой,A2,adj,33641,212.38
культура,A2,n,33623,212.27
провести,A2,v,33003,208.35
проходить,A2,v,32868,207.50
единственный,A2,adj,32602,205.82
сайт,A2,n,32460,204.92
образование,A2,n,32246,203.57
зачем,A2,adv,32153,202.99
наверное,A2,adv,32149,202.96
желание,A2,n,31000,195.71
чуть,A2,adv,30948,195.38
очередь,A2,n,30741,194.07
район,A2,n,30259,191.03
верить,A2,v,30092,189.97
небо,A2,n,29475,186.08
направление,A2,n,29441,185.86
туда,A2,adv,29439,185.85
встреча,A2,n,29234,184.56
шаг,A2,n,29227,184.51
добрый,A2,adj,29111,183.78
еще не,A2,mwe,28833,182.03
сначала,A2,adv,28634,180.77
воздух,A2,n,28334,178.88
обычный,A2,adj,27563,174.01
держать,A2,v,27424,173.13
похожий,A2,adj,27376,172.83
море,A2,n,27110,171.15
природа,A2,n,27002,170.47
больший,A2,adj,26886,169.73
домой,A2,adv,26873,169.65
свобода,A2,n,26801,169.20
продукт,A2,n,26800,169.19
предмет,A2,n,26573,167.76
характер,A2,n,26296,166.01
размер,A2,n,26282,165.92
средний,A2,adj,26226,165.57
показывать,A2,v,25934,163.72
союз,A2,n,25927,163.68
лес,A2,n,25773,162.71
журнал,A2,n,25739,162.49
предлагать,A2,v,25694,162.21
искусство,A2,n,25587,161.53
парень,A2,n,25583,161.51
лучше,A2,adj,25075,158.30
ум,A2,n,24978,157.69
выбор,A2,n,24906,157.23
река,A2,n,24798,156.55
нормальный,A2,adj,24605,155.33
картина,A2,n,24524,154.82
сильно,A2,adv,24501,154.68
граница,A2,n,24324,153.56
половина,A2,n,24217,152.89
огонь,A2,n,24051,151.84
дерево,A2,n,23791,150.20
детский,A2,adj,23642,149.26
желать,A2,v,23600,148.99
широкий,A2,adj,23565,148.77
прекрасный,A2,adj,23444,148.01
будущее,A2,n,23385,147.63
литература,A2,n,23331,147.29
зал,A2,n,23157,146.19
услышать,A2,v,23157,146.19
разве,A2,particle,22763,143.71
счастье,A2,n,22439,141.66
ветер,A2,n,22300,140.78
курс,A2,n,22219,140.27
бывший,A2,adj,22090,139.46
чистый,A2,adj,22005,138.92
специальный,A2,adj,21994,138.85
потерять,A2,v,21965,138.67
враг,A2,n,21673,136.82
вызывать,A2,v,21634,136.58
рассказ,A2,n,21401,135.11
однажды,A2,adv,21175,133.68
представление,A2,n,20702,130.69
поехать,A2,v,20624,130.20
долгий,A2,adj,20428,128.96
угол,A2,n,20351,128.48
скорость,A2,n,20267,127.95
подходить,A2,v,20153,127.23
видно,A2,adv,20113,126.98
новость,A2,n,20107,126.94
список,A2,n,20062,126.65
обязательно,A2,adv,19899,125.63
примерно,A2,adv,19877,125.49
ученый,A2,adj,19687,124.29
объем,A2,n,19408,122.53
вперед,A2,adv,19396,122.45
писатель,A2,n,19355,122.19
звезда,A2,n,19336,122.07
получаться,A2,v,19128,120.76
старший,A2,adj,19092,120.53
внутри,A2,adv,18972,119.77
здоровье,A2,n,18722,118.19
расти,A2,v,18704,118.08
читатель,A2,n,18524,116.94
встречаться,A2,v,18347,115.83
счастливый,A2,adj,18281,115.41
кажется,A2,adv,18234,115.11
техника,A2,n,18137,114.50
подготовка,A2,n,18091,114.21
легкий,A2,adj,18053,113.97
сожаление,A2,n,18044,113.91
городской,A2,adj,17843,112.65
недавно,A2,adv,17826,112.54
клуб,A2,n,17528,110.66
выражение,A2,n,17393,109.80
платить,A2,v,17384,109.75
спокойно,A2,adv,17379,109.72
театр,A2,n,17124,108.11
рф,A2,n prop,17042,107.59
отличаться,A2,v,17006,107.36
кричать,A2,v,16995,107.29
цветок,A2,n,16616,104.90
носить,A2,v,16513,104.25
болезнь,A2,n,16430,103.72
обучение,A2,n,16366,103.32
запись,A2,n,16350,103.22
упасть,A2,v,16337,103.14
вниз,A2,adv,16319,103.02
вниз,A2,prep,16319,103.02
выборы,A2,n,16200,102.27
реклама,A2,n,16139,101.89
животное,A2,n,15980,100.88
чего,A2,pron,15848,100.05
передача,A2,n,15803,99.77
фраза,A2,n,15779,99.61
находить,A2,v,15684,99.02
капитан,A2,n,15661,98.87
профессор,A2,n,15535,98.07
полезный,A2,adj,15389,97.15
слабый,A2,adj,15283,96.48
лист,A2,n,15181,95.84
бить,A2,v,15009,94.75
высота,A2,n,14917,94.17
звонить,A2,v,14832,93.64
ясно,A2,adv,14776,93.28
молчать,A2,v,14772,93.26
остров,A2,n prop,14710,92.87
приятный,A2,adj,14709,92.86
сад,A2,n,14625,92.33
детство,A2,n,14596,92.15
тонкий,A2,adj,14410,90.97
смеяться,A2,v,14388,90.83
яркий,A2,adj,14356,90.63
слеза,A2,n,14340,90.53
верный,A2,adj,14224,89.80
поезд,A2,n,14197,89.63
официальный,A2,adj,14196,89.62
польза,A2,n,14028,88.56
обратно,A2,adv,14023,88.53
мешать,A2,v,14022,88.52
настроение,A2,n,14012,88.46
птица,A2,n,13898,87.74
вверх,A2,adv,13773,86.95
музей,A2,n,13695,86.46
улыбка,A2,n,13643,86.13
стихи,A2,n,13549,85.54
домашний,A2,adj,13547,85.52
активный,A2,adj,13509,85.28
электронный,A2,adj,13401,84.60
морской,A2,adj,13392,84.55
отсюда,A2,adv,13335,84.19
улыбаться,A2,v,13316,84.07
поздно,A2,adv,13153,83.04
звучать,A2,v,13068,82.50
редко,A2,adv,13006,82.11
разговаривать,A2,v,12989,82.00
плакать,A2,v,12923,81.58
опасность,A2,n,12797,80.79
полет,A2,n,12654,79.89
строить,A2,v,12638,79.79
лететь,A2,v,12615,79.64
лошадь,A2,n,12577,79.40
коридор,A2,n,12558,79.28
исключение,A2,n,12489,78.84
конкурс,A2,n,12483,78.81
ночной,A2,adj,12473,78.74
глубоко,A2,adv,12409,78.34
садиться,A2,v,12291,77.59
друг друга,A2,mwe,12161,76.77
напротив,A2,adv,12152,76.72
обращение,A2,n,12141,76.65
тихий,A2,adj,12129,76.57
менять,A2,v,12127,76.56
чей,A2,pron,12123,76.53
научиться,A2,v,12068,76.19
медицинский,A2,adj,12031,75.95
середина,A2,n,11944,75.40
запах,A2,n,11892,75.08
ездить,A2,v,11881,75.01
терять,A2,v,11855,74.84
выставка,A2,n,11796,74.47
учебный,A2,adj,11705,73.90
вес,A2,n,11646,73.52
просьба,A2,n,11607,73.28
радио,A2,n,11597,73.21
вкус,A2,n,11566,73.02
миллиард,A2,num,11561,72.99
подниматься,A2,v,11418,72.08
поступать,A2,v,11365,71.75
нижний,A2,adj,11362,71.73
газ,A2,n,11344,71.62
четвертый,A2,num,11327,71.51
крыша,A2,n,11269,71.14
звонок,A2,n,11261,71.09
уважаемый,A2,adj,11192,70.66
честно,A2,adv,11145,70.36
лет назад,A2,mwe,11140,70.33
стекло,A2,N,11098,70.06
гореть,A2,v,11040,69.70
встречать,A2,v,10994,69.41
свежий,A2,adj,10979,69.31
впереди,A2,adv,10929,69.00
семейный,A2,adj,10897,68.79
трава,A2,n,10847,68.48
ящик,A2,n,10832,68.38
сказка,A2,n,10745,67.83
расстояние,A2,n,10734,67.77
зло,A2,adv,10721,67.68
цифра,A2,n,10708,67.60
веселый,A2,adj,10672,67.37
диск,A2,n,10663,67.32
удобный,A2,adj,10661,67.30
лестница,A2,n,10510,66.35
продавать,A2,v,10502,66.30
кусок,A2,n,10415,65.75
постель,A2,n,10383,65.55
верхний,A2,adj,10373,65.49
вставать,A2,v,10319,65.15
малыш,A2,n,10289,64.96
смех,A2,n,10229,64.58
узкий,A2,adj,10210,64.46
оттуда,A2,adv,10180,64.27
мост,A2,n,10173,64.22
поездка,A2,n,10166,64.18
компьютерный,A2,adj,10161,64.15
тишина,A2,n,10142,64.03
далекий,A2,adj,10129,63.95
покупатель,A2,n,10119,63.88
зарплата,A2,n,10037,63.36
зритель,A2,n,9998,63.12
пакет,A2,n,9998,63.12
мечтать,A2,v,9977,62.99
странно,A2,adv,9975,62.97
ресторан,A2,n,9960,62.88
плата,A2,n,9958,62.87
раньше,A2,adv,9956,62.85
луна,A2,n prop,9945,62.78
приезжать,A2,v,9870,62.31
отдавать,A2,v,9836,62.10
проверка,A2,n,9827,62.04
зеркало,A2,n,9823,62.01
обратный,A2,adj,9795,61.84
строка,A2,n,9787,61.79
чисто,A2,adv,9777,61.72
плюс,A2,n,9684,61.14
толстый,A2,adj,9643,60.88
пятый,A2,num,9640,60.86
висеть,A2,v,9637,60.84
отличный,A2,adj,9603,60.63
соседний,A2,adj,9564,60.38
младший,A2,adj,9462,59.73
концерт,A2,n,9355,59.06
окончание,A2,n,9221,58.21
везде,A2,adv,9214,58.17
несчастный,A2,adj,9167,57.87
парк,A2,n,9122,57.59
полтора,A2,num,9112,57.53
поднимать,A2,v,9096,57.42
глупый,A2,adj,9076,57.30
представляться,A2,v,9075,57.29
задний,A2,adj,9059,57.19
добро,A2,n,9016,56.92
объяснение,A2,n,9012,56.89
путешествие,A2,n,8955,56.53
честный,A2,adj,8945,56.47
кот,A2,n,8935,56.41
бросать,A2,v,8888,56.11
температура,A2,n,8888,56.11
отдых,A2,n,8857,55.92
летать,A2,v,8764,55.33
костюм,A2,n,8752,55.25
сухой,A2,adj,8733,55.13
вагон,A2,n,8601,54.30
продолжение,A2,n,8519,53.78
штука,A2,n,8492,53.61
картинка,A2,n,8491,53.60
деревянный,A2,adj,8485,53.57
образец,A2,n,8477,53.52
профессия,A2,n,8468,53.46
из-под,A2,adpos,8463,53.43
школьный,A2,adj,8459,53.40
гостиница,A2,n,8445,53.31
сверху,A2,adv,8302,52.41
